hotel_name	city	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric
Cuatro Naciones	0	220	0	0	1	41.379036	2.175016	2990	0	83	75	76	71	75	93	75	86	82	1	0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	80.0	75.0	80.0	0.0	0.0	0.0	0.0	65.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Barri Gòtic	False	True	True
Casa Balmes	0	129	0	0	1	41.389584	2.162308	477	0	90	85	83	0	0	90	0	86	82	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	la Dreta de l'Eixample	True	False	True
Anba Deluxe	0	169	0	0	0	41.385063	2.173403	562	76	94	87	88	0	86	93	86	93	84	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	97.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	el Gòtic	True	False	True
Bbarcelona Apartments Sagrada Familia Executive Flats	0	194	0	0	0	41.408154	2.177276	51	0	80	77	75	0	0	82	0	81	77	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	la Sagrada Família	False	True	True
Apartamentos Villarroel	0	154	0	0	0	41.387852	2.153249	419	0	82	84	80	80	80	85	79	80	81	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	70.0	0.0	66.0	85.0	76.0	0.0	0.0	0.0	0.0	90.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6	l'Antiga Esquerra de l'Eixample	False	True	True
SB Icaria Barcelona	0	143	0	0	0	41.393559	2.199391	1902	75	84	80	80	76	81	81	80	82	78	1	0	0	0	0	0	0	0	1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	81.0	0.0	82.0	85.0	82.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Vila Olímpica del Poblenou	False	False	False
Hotel Glòries	0	84	0	0	0	41.401299	2.1827	1643	73	80	71	74	74	74	78	72	83	76	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	68.0	0.0	76.0	80.0	78.0	0.0	0.0	0.0	0.0	78.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	False	True	True
Apartaments Sixtyfour	0	413	0	0	0	41.392864	2.16453	1060	0	91	90	89	0	85	95	88	89	87	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	90.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	la Dreta de l'Eixample	True	False	True
Turin	0	118	0	0	0	41.382999	2.1702	2707	0	87	80	78	80	0	94	80	84	80	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	73.0	0.0	100.0	83.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	False	True	True
Ohla Eixample	0	240	0	0	1	41.394459	2.156435	57	0	94	90	86	0	87	91	0	92	82	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True
Hotel Derby	0	109	0	0	0	41.389774	2.141976	2306	78	86	81	78	74	81	76	80	81	78	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	75.0	0.0	80.0	82.0	80.0	0.0	0.0	0.0	0.0	90.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Carrer de Loreto	False	False	False
Hostalin Barcelona Passeig de Gràcia	0	115	0	0	0	41.393951	2.163187	652	0	92	87	84	0	81	94	0	92	88	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	l'Antiga Esquerra de l'Eixample	True	False	True
Live Barcelona	0	102	0	0	1	41.383537	2.160012	1020	0	89	84	83	0	0	90	84	90	85	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	l'Antiga Esquerra de l'Eixample	False	True	True
Catalonia Plaza Catalunya	0	150	0	0	0	41.386375	2.16878	4547	80	87	82	81	78	80	94	76	84	77	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	84.0	0.0	80.0	78.0	80.0	0.0	0.0	0.0	0.0	66.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
Provenza Mbs	0	162	0	0	0	41.387917	2.15224	260	0	90	87	86	0	0	87	0	90	84	0	0	0	0	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	l'Antiga Esquerra de l'Eixample	False	True	True
Chic & Basic Bruc	0	144	0	0	0	41.39035	2.175127	313	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	la Dreta de l'Eixample	True	False	True
H La Paloma	0	99	0	0	0	41.381996	2.164195	819	0	84	80	76	0	0	85	0	90	80	1	1	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	False	True	True
Hotel Miramar	0	207	0	0	0	41.370335	2.171288	2033	79	89	89	85	83	87	87	86	88	79	1	0	0	0	0	1	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	85.0	90.0	0.0	90.0	0.0	0.0	94.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Montjuïc	False	True	False
Alma Barcelona	0	259	0	0	0	41.394398	2.163057	1788	0	96	93	87	78	94	96	90	95	86	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	80.0	96.0	72.0	97.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	True	False	True
Aramunt Apartments	0	165	0	0	0	41.386879	2.159266	704	0	76	74	75	75	71	83	78	80	76	1	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	76.0	65.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	l'Antiga Esquerra de l'Eixample	False	True	True
Som Nit Born	0	99	0	0	0	41.38216	2.183731	697	0	88	79	77	0	0	91	0	90	80	1	0	0	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	Santa Caterina i la Ribera	False	True	True
Astoria	0	119	0	0	0	41.3941	2.1534	2725	74	88	79	79	74	81	85	78	84	79	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	76.0	0.0	86.0	83.0	80.0	0.0	0.0	0.0	0.0	71.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True
Pillow Rooms	0	143	0	0	0	41.391113	2.178983	84	78	93	87	80	80	83	91	88	94	88	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	95.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	la Dreta de l'Eixample	False	True	True
Petit Palace Museum	0	169	0	0	0	41.389229	2.165315	972	73	84	81	78	74	82	93	79	85	77	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	84.0	0.0	82.0	78.0	82.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
Hotel Catalonia Mikado	0	95	0	0	0	41.403198	2.1271	1016	79	84	75	77	79	75	76	74	80	77	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	70.0	67.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi	False	False	False
Hotel Regina Barcelona	0	135	0	0	0	41.385899	2.1679	1446	72	85	79	75	80	81	95	78	85	76	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	84.0	83.0	80.0	0.0	81.0	0.0	0.0	89.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
El Jardí	0	85	0	0	0	41.382599	2.173767	124	0	85	73	73	0	0	95	71	82	80	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Gòtic	False	True	True
Acta BCN 40	0	110	0	0	0	41.382664	2.165768	1850	77	85	74	77	81	77	83	76	85	79	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	73.0	0.0	80.0	87.0	80.0	0.0	0.0	0.0	0.0	86.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True
Abba Sants Hotel	0	90	0	0	0	41.382626	2.139997	1149	79	85	80	78	75	78	85	81	86	78	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	0.0	654.0	0.0	0.0	0.0	317.0	0.0	81.0	0.0	82.0	80.0	0.0	84.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sants	False	False	False
Charmsuites	0	130	0	0	0	41.374779	2.169038	631	0	77	77	76	0	0	85	77	81	75	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	Avinguda del Paral·lel	False	True	False
Ilunion Bel art	0	109	0	0	0	41.410198	2.1695	1623	72	78	72	73	75	74	75	68	77	72	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	69.0	0.0	74.0	80.0	74.0	0.0	0.0	0.0	0.0	70.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Baix Guinardó	False	True	False
Catalonia Square	0	190	0	0	0	41.388565	2.171299	2590	0	95	92	91	80	90	97	88	94	86	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	93.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
Pol And Grace	0	73	0	0	0	41.40181	2.14764	2316	0	89	84	84	73	85	85	81	89	84	0	1	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	83.0	0.0	88.0	0.0	88.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Putget i Farró	False	True	False
AinB Eixample Miro	0	126	0	0	0	41.381985	2.14768	492	0	86	84	75	81	83	81	80	82	79	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	la Nova Esquerra de l'Eixample	False	True	True
Hotel Aranea Barcelona	0	108	0	0	0	41.398399	2.1759	2177	68	84	74	73	69	79	77	75	79	76	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	74.0	0.0	78.0	77.0	76.0	0.0	0.0	0.0	0.0	75.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True
Hostalin Barcelona Gran Via	0	85	0	0	0	41.393551	2.173316	1338	0	86	80	82	0	79	81	79	85	84	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	la Dreta de l'Eixample	True	False	True
abba Balmoral hotel	0	100	0	0	0	41.396252	2.155142	1948	74	86	79	79	76	81	88	76	82	78	1	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	82.0	85.0	82.0	0.0	0.0	0.0	0.0	97.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi	False	True	False
Izaila Plaza Catalunya	0	134	0	0	0	41.387421	2.167225	637	78	91	86	80	0	83	94	83	92	83	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	98.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	la Dreta de l'Eixample	True	False	True
Colkida Barcelona	0	72	0	0	1	41.392876	2.16895	55	0	88	79	78	80	0	91	82	90	84	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	la Dreta de l'Eixample	True	False	True
Palou Suites Ramblas	0	203	0	0	1	41.378403	2.173753	859	0	90	84	87	0	81	92	80	93	85	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	el Raval	False	True	True
Casanovarooms	0	147	0	0	0	41.391026	2.1515	377	0	87	87	86	0	0	87	81	88	82	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	l'Antiga Esquerra de l'Eixample	False	True	True
Serennia Exclusive Rooms	0	131	0	0	0	41.386375	2.165559	266	0	86	83	78	0	0	91	0	86	77	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	la Dreta de l'Eixample	True	False	True
Marvi	0	94	0	0	0	41.3857	2.1653	1690	66	83	74	74	64	0	92	74	84	79	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	41.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Dreta de l'Eixample	True	False	True
